Aruba;ABW;26.3745032100275;26.0461298009966;21.4425588041328;22.000786163522;21.0362451108214;20.7719361585578;20.3183533653846;20.4268177083943;20.5876691453648;20.311566765912;26.1948752380219;25.9340244138733;25.6711617820448;26.4204520857169;26.5172934158421;27.200707780588;26.9477259654482;27.8950228211258;26.2295526746779;25.9153220639692;24.6705288731078;24.5075162181761;13.1577223088924;8.35356100776471;8.41006417792511;22.5336838824115;22.5336838824115
Afghanistan;AFG;0.210643419418854;0.183363552358795;0.0961965810608727;0.0850871075160703;0.0758064942125158;0.0686398621540897;0.0624346107290676;0.0566423445298646;0.0527632181252538;0.0407225399194997;0.0372347810411313;0.0378461357038751;0.0473773238699389;0.0504813357583004;0.0384100431744103;0.0517439645638815;0.0624275315344817;0.0838928056625891;0.151720912092499;0.238398541311049;0.289987629819143;0.406424217113203;0.345148782903553;0.310341014879365;0.293946407148718;0.135107246264041;0.135107246264041
Angola;AGO;0.431743614699926;0.41553083007202;0.410522931864339;0.441721097947702;0.288119067989055;0.7870325472424;0.726233460982052;0.496361244979515;0.475815159521396;0.57708291408973;0.581961496322796;0.574316054293958;0.722958874715979;0.500225395509936;1.0018781174791;0.985736354999963;1.10501902714063;1.20313399963445;1.18500049364771;1.23442507446718;1.24409153765549;1.25268084136928;1.33021856719297;1.25377616969393;1.29030677595566;0.820635665978687;0.820635665978687
Albania;ALB;1.67810665434977;1.31221260013653;0.774724910911141;0.723790291969695;0.600203707768206;0.654537133005248;0.636625312930768;0.490365059535664;0.560271437384331;0.960164411868586;0.978174680894664;1.05330417594038;1.22954070946998;1.4126971959616;1.37621273504355;1.41249821101668;1.30257636722163;1.32233485532238;1.48431113888781;1.49560019934969;1.57857358391855;1.80371472482914;1.692908325435;1.74921107861166;1.97876331208568;1.21045691255393;1.21045691255393
Andorra;AND;7.46733566933901;7.18245663566904;6.91205338948512;6.73605484574634;6.4942004243981;6.66205168363352;7.06507147296457;7.23971271783233;7.66078388575348;7.97545440422557;8.01928429423459;7.78695000074249;7.59061514082999;7.31576070618458;7.35862494097896;7.29987193629782;6.74605212796168;6.51938706400271;6.42780997352794;6.12157986337213;6.12259470212791;5.8674101758869;5.91688403071809;5.90177532374279;5.83290621488897;6.88890726498179;6.88890726498179
Arab World;ARB;3.01695884106493;3.23664487293652;3.41548490914296;3.66944562715241;3.67435820627829;3.42400952386195;3.32830368134896;3.14553220517912;3.34996718461185;3.32834105848749;3.70385708074551;3.60795614877388;3.60461275396345;3.79646741189908;4.06856241498426;4.1856773062337;4.28571918166964;4.11714754949394;4.40894827346949;4.56201512382597;4.63681343868195;4.55946165497788;4.83777959400113;4.67492482250445;4.88698751329195;3.90103905514323;3.90103905514323
United Arab Emirates;ARE;28.4446241369654;29.4302251809743;28.3193886085525;30.3617628692872;31.873892568161;29.2498780583746;16.1706819590678;15.5898448057583;28.9687908562946;26.4241040392659;35.9157642701389;30.7063822262808;24.3487964304697;28.7833160736781;27.8330290495186;25.3144861030137;23.3718604332612;21.9859334934715;22.1954898852343;21.214059538948;18.8085197312558;18.4916168135184;19.2949203837054;18.5592361743048;22.9396063130991;24.983848400104;24.983848400104
Argentina;ARG;3.43815141220892;3.53995921883975;3.61928035773818;3.47149448525499;3.55809941158059;3.67414170770385;3.83019839147142;3.87027000740855;3.87692639244616;4.03058881541224;3.8549919479614;3.58735031650151;3.3096836879838;3.5460883239776;4.09408291682224;4.16812854757591;4.46518602068451;4.41424641662401;4.7182244282458;4.44538780283611;4.60716374803428;4.64437307038597;4.60917985556416;4.49853999490794;4.78150777487432;4.02612980212177;4.02612980212177
Armenia;ARM;1.34411111050886;1.34411111050886;1.6924695677987;0.759981243540201;0.824153606318789;1.05997548291326;0.809044886704558;1.03230198695281;1.08169108051084;0.975802049969214;1.12891750073544;1.16115550366196;1.00317470990231;1.13609087282285;1.2147078034605;1.46002557971119;1.48127459388089;1.72682804238397;1.91193341078505;1.50966901331398;1.46561781992195;1.70950183866857;1.97447948827919;1.89704008580942;1.89871937365811;1.34411111050886;1.34411111050886
Antigua and Barbuda;ATG;4.51572095701126;4.22445436899332;4.0952366180143;4.12542378034875;3.98325992500446;4.00502402795981;4.18052527325325;4.29582728996988;4.35689118321862;4.41961057396149;4.53454535887182;4.51179868414236;4.73040424037295;5.08663303909205;5.24926558454491;5.26654391456454;5.36500048365254;5.5860804988932;5.62522102649976;5.8759251147027;5.95697959740083;5.75196351943352;5.80009733544227;5.72993793435028;5.74441995635358;4.9206716114421;4.9206716114421
Australia;AUS;15.4528816707784;15.1279662115251;15.3177685052872;15.7014518027962;15.5765862783534;15.5965188136344;16.5018003932063;16.5142732084031;16.9356958473625;17.1902976857233;17.2006098261369;16.7333674341936;17.3704517744283;16.9019589452838;17.0265153472381;17.1697114460549;17.6513983061083;17.8652600395629;18.1608756564953;18.2001819589981;17.7408450531619;17.5388777559057;17.0729046803908;16.0958331735351;15.3887660194467;16.7213119133604;16.7213119133604
Austria;AUT;7.51324615615048;7.94409618394378;7.22623642836381;7.22301730930338;7.18926470095329;7.52151610701085;7.9380082992661;7.86366799568426;7.98100426123845;7.74113061482493;7.77425973898237;8.19276989783884;8.29911579584004;8.8895623340885;8.85836370342216;9.02016959759373;8.72729787156076;8.4064189359829;8.29509597793474;7.51875110192905;8.07113180231399;7.74813430456944;7.38707716295308;7.36874814486104;6.86986792967669;7.90271809425147;7.90271809425147
